Genre,Publisher,Rating,Greatest_Sales
Misc,Global Star,?,NA
Sports,Konami Digital Entertainment,?,JP
Misc,Nintendo,?,NA
Sports,Spike,E,EU
Action,Namco Bandai Games,?,JP
Action,Activision,E,NA
Puzzle,Mumbo Jumbo,E,NA
Misc,Disney Interactive Studios,?,EU
Adventure,Kadokawa Shoten,?,JP
Role-Playing,Codemasters,?,EU
Action,Disney Interactive Studios,E,NA
Role-Playing,Panther Software,?,JP
Action,Namco Bandai Games,T,JP
Action,Activision,?,NA
Action,Warner Bros. Interactive Entertainment,E10+,EU
Role-Playing,Namco Bandai Games,?,JP
Misc,Ubisoft,?,NA
Shooter,LucasArts,T,EU
Fighting,Electronic Arts,T,NA
Adventure,Capcom,?,JP
Sports,Tecmo Koei,E,JP
Racing,Capcom,E,EU
Action,Konami Digital Entertainment,?,NA
Sports,Codemasters,?,EU
Misc,Game Factory,E,NA
Action,Microsoft Game Studios,?,JP
Action,Electronic Arts,T,EU
Action,Blast! Entertainment Ltd,E,EU
Misc,Activision,?,NA
Shooter,Hudson Soft,?,JP
Action,Activision,E10+,NA
Shooter,Atari,T,EU
Action,3DO,T,NA
Action,Capcom,M,JP
Action,Gremlin Interactive Ltd,?,NA
Action,Crytek,?,Other
Fighting,Ubisoft,?,JP
Action,Warner Bros. Interactive Entertainment,E10+,EU
Sports,Electronic Arts,E,NA
Action,Playlogic Game Factory,M,NA
Racing,Activision,?,NA
Shooter,Electronic Arts,T,NA
Fighting,Namco Bandai Games,?,JP
Strategy,Sega,T,EU
Platform,TDK Mediactive,T,NA
Role-Playing,SquareSoft,?,JP
Sports,Sony Computer Entertainment,E,EU
Misc,Disney Interactive Studios,?,NA
Shooter,Infogrames,T,NA
Racing,Hasbro Interactive,?,NA
Sports,D3Publisher,E,NA
Sports,Gremlin Interactive Ltd,?,NA
Action,Take-Two Interactive,M,NA
Role-Playing,Nippon Ichi Software,T,JP
Misc,Ubisoft,E10+,NA
Racing,Crystal Dynamics,?,NA
Misc,Ubisoft,E,NA
Misc,Microsoft Game Studios,E10+,NA
Sports,Electronic Arts,E,EU
Misc,THQ,?,EU
Adventure,Human Entertainment,M,JP
Action,Ubisoft,?,NA
Sports,Atari,?,NA
Adventure,Ubisoft,M,NA
Platform,Capcom,E,NA
Platform,Nintendo,?,JP
Action,Playlogic Game Factory,M,NA
Role-Playing,Atlus,?,JP
Role-Playing,Nintendo,?,NA
Action,Sony Computer Entertainment,T,Other
Role-Playing,Square Enix,?,JP
Misc,Konami Digital Entertainment,?,JP
Action,Disney Interactive Studios,E10+,NA
Racing,Acclaim Entertainment,E,EU
Sports,Ubisoft,E10+,NA
Misc,Sony Computer Entertainment,?,EU
Role-Playing,Nippon Ichi Software,T,JP
Fighting,Eidos Interactive,M,NA
Action,Midway Games,T,NA
Simulation,Sega,E,EU
Role-Playing,Hudson Soft,?,JP
Misc,Disney Interactive Studios,E,NA
Role-Playing,Activision,T,JP
Racing,Namco Bandai Games,T,EU
Action,DTP Entertainment,M,Other
Sports,GameMill Entertainment,E,NA
Sports,Electronic Arts,E10+,NA
Racing,THQ,?,NA
Shooter,BAM! Entertainment,M,NA
Strategy,Tecmo Koei,?,JP
Misc,Mindscape,?,EU
Shooter,SouthPeak Games,M,NA
Puzzle,Nintendo,E,NA
Misc,505 Games,E,NA
Action,Disney Interactive Studios,E10+,NA
Sports,Konami Digital Entertainment,?,JP
Action,Warner Bros. Interactive Entertainment,T,NA
Sports,Hudson Soft,?,JP
Racing,Deep Silver,E,NA
Action,Activision,E10+,NA
Fighting,Nintendo,?,JP
Simulation,505 Games,T,EU
Shooter,Eidos Interactive,M,NA
Sports,Electronic Arts,E,Other
Sports,Deep Silver,E,NA
Misc,Nordic Games,T,EU
Sports,Electronic Arts,E,NA
Misc,Rising Star Games,E,JP
Misc,Sega,T,EU
Misc,Midway Games,T,NA
Adventure,Vivendi Games,M,NA
Platform,Namco Bandai Games,E,NA
Misc,DSI Games,?,NA
Sports,Zoo Games,E,NA
Sports,Sony Computer Entertainment,E,EU
Simulation,Activision,E,NA
Action,Capcom,?,JP
Action,Telltale Games,M,Other
Misc,IE Institute,?,JP
Sports,Nintendo,?,JP
Adventure,Nintendo,E,JP
Racing,Empire Interactive,T,NA
Action,Activision,E10+,NA
Action,Parker Bros.,?,NA
Action,Mattel Interactive,?,NA
Action,Avalon Interactive,?,NA
Puzzle,Ignition Entertainment,E,JP
Shooter,Konami Digital Entertainment,?,JP
Misc,Game Life,E,EU
Sports,Focus Home Interactive,T,NA
Role-Playing,Sega,?,JP
Platform,Atari,E,EU
Strategy,Take-Two Interactive,E10+,EU
Action,Activision,E,NA
Racing,Sony Computer Entertainment,T,NA
Racing,Atari,?,EU
Misc,UFO Interactive,E,NA
Role-Playing,Sony Computer Entertainment,?,JP
Misc,Ubisoft,E10+,NA
Racing,LucasArts,E,EU
Puzzle,Popcorn Arcade,?,NA
Racing,THQ,?,NA
Racing,Ubisoft,T,EU
Simulation,Disney Interactive Studios,E,NA
Shooter,Fox Interactive,M,NA
Sports,Sony Computer Entertainment,E,EU
Action,Deep Silver,M,EU
Role-Playing,Nippon Ichi Software,T,JP
Sports,Sega,E,EU
Adventure,Codemasters,M,NA
Adventure,Sega,?,JP
Racing,Electronic Arts,E,JP
Fighting,Konami Digital Entertainment,?,JP
Action,Konami Digital Entertainment,E,JP
Shooter,TDK Mediactive,T,NA
Platform,Infogrames,?,EU
Misc,Hudson Soft,?,JP
Action,Namco Bandai Games,T,EU
Sports,Electronic Arts,E,NA
Simulation,THQ,?,NA
Adventure,Atari,T,EU
Action,Namco Bandai Games,E,NA
Racing,Codemasters,E,EU
Strategy,7Sixty LLC,T,EU
Simulation,Sammy Corporation,T,EU
Adventure,Konami Digital Entertainment,E10+,JP
Adventure,Sega,?,JP
Role-Playing,Tecmo Koei,T,JP
Action,Namco Bandai Games,M,NA
Fighting,Majesco Entertainment,T,NA
Action,Ubisoft,?,NA
Sports,Electronic Arts,E,NA
Role-Playing,Falcom Corporation,?,JP
Role-Playing,Sony Computer Entertainment,?,NA
Sports,DTP Entertainment,?,NA
Platform,Activision,E10+,EU
Sports,Namco Bandai Games,?,JP
Action,Disney Interactive Studios,E,NA
Misc,Midway Games,M,NA
Fighting,Konami Digital Entertainment,T,NA
Sports,Electronic Arts,E,NA
Racing,THQ,E,NA
Racing,Activision,E,NA
Strategy,Sega,?,JP
Action,Sega,T,NA
Sports,Victor Interactive,?,JP
Racing,Gremlin Interactive Ltd,?,NA
Strategy,Atari,?,NA
Simulation,Activision,T,NA
Misc,Activision,E10+,EU
Action,Activision,E,NA
Adventure,ChunSoft,?,JP
Action,THQ,E,NA
Fighting,Arc System Works,?,JP
Role-Playing,Namco Bandai Games,?,JP
Racing,Vivendi Games,E10+,NA
Action,Ignition Entertainment,T,JP
Shooter,Activision Value,E10+,NA
Sports,Nintendo,E,JP
Misc,Disney Interactive Studios,?,NA
Shooter,Electronic Arts,M,NA
Simulation,Majesco Entertainment,E,NA
Adventure,Scholastic Inc.,E10+,NA
Misc,Ubisoft,E10+,NA
Misc,Midway Games,E,EU
Strategy,LucasArts,E10+,NA
Platform,Midway Games,?,EU
Platform,Sega,?,EU
Misc,Electronic Arts,E,NA
Misc,Nintendo,?,JP
Action,Square Enix,M,EU
Adventure,Activision,?,EU
Action,Ubisoft,M,EU
Adventure,Acclaim Entertainment,M,EU
Strategy,Konami Digital Entertainment,?,JP
Action,Tecmo Koei,T,NA
Action,Ubisoft Annecy,T,JP
Action,Ubisoft,M,NA
Sports,Activision,E,EU
Shooter,LucasArts,T,NA
Action,THQ,E10+,NA
Platform,Konami Digital Entertainment,E,NA
Sports,Konami Digital Entertainment,?,JP
Adventure,Infogrames,M,NA
Sports,Take-Two Interactive,E,NA
Platform,D3Publisher,E,NA
Role-Playing,Compile Heart,T,JP
Role-Playing,Banpresto,?,JP
Sports,Konami Digital Entertainment,?,JP
Shooter,Konami Digital Entertainment,M,EU
Racing,Infogrames,E,NA
Simulation,Natsume,?,NA
Puzzle,Konami Digital Entertainment,E,NA
Fighting,Namco Bandai Games,T,EU
Sports,Konami Digital Entertainment,?,JP
Racing,Ubisoft,?,EU
Misc,Play It,?,EU
Action,Vivendi Games,E,NA
Fighting,Ignition Entertainment,T,JP
Action,THQ,E,NA
Role-Playing,Take-Two Interactive,T,NA
Misc,THQ,E,NA
Simulation,Imagineer,?,JP
Misc,505 Games,T,NA
Action,Capcom,?,JP
Action,Activision,E10+,Other
Role-Playing,Namco Bandai Games,T,JP
Action,THQ,E,NA
Racing,Ubisoft,T,EU
Misc,Activision,?,NA
Sports,Aques,?,JP
Action,BAM! Entertainment,?,NA
Racing,THQ,?,NA
Shooter,Activision,?,NA
Misc,Midway Games,?,NA
Strategy,Nintendo,?,NA
Action,Ubisoft,?,NA
Simulation,Enix Corporation,?,JP
Racing,Midway Games,?,NA
Sports,Konami Digital Entertainment,?,JP
Shooter,Crave Entertainment,?,NA
Fighting,Ubisoft,?,NA
Fighting,Ocean,?,NA
Action,Electronic Arts,E,NA
Sports,Atari,T,NA
Action,Nintendo,E,JP
Misc,TDK Core,?,JP
Simulation,Namco Bandai Games,?,JP
Fighting,Vivendi Games,?,EU
Action,Vivendi Games,T,NA
Shooter,Vivendi Games,M,NA
Action,Vivendi Games,E,NA
Role-Playing,Namco Bandai Games,?,JP
Sports,Zoo Digital Publishing,E,NA
Misc,Ubisoft,E,NA
Simulation,Electronic Arts,T,EU
Strategy,Majesco Entertainment,E,NA
Action,Activision,E10+,NA
Strategy,Vivendi Games,M,NA
Strategy,Activision,E,NA
Strategy,Take-Two Interactive,?,NA
Sports,Midway Games,M,NA
Adventure,Namco Bandai Games,?,EU
Sports,Banpresto,?,JP
Sports,Take-Two Interactive,E,NA
Puzzle,Ubisoft,?,EU
Sports,Ubisoft,E,NA
Action,Crave Entertainment,E,NA
Racing,Empire Interactive,T,EU
Fighting,Atari,T,NA
Platform,D3Publisher,?,Other
Simulation,Ubisoft,T,NA
Sports,Electronic Arts,?,NA
Sports,Sony Computer Entertainment,E,NA
Sports,Konami Digital Entertainment,?,JP
Adventure,Imagineer,?,JP
Fighting,Midway Games,?,NA
Platform,Namco Bandai Games,E10+,JP
Action,Warner Bros. Interactive Entertainment,?,EU
Racing,Konami Digital Entertainment,E,JP
Misc,Telegames,E,NA
Fighting,Capcom,?,JP
Racing,Nintendo,E,NA
Shooter,Electronic Arts,M,EU
Racing,Square,?,JP
Misc,Storm City Games,T,NA
Puzzle,Namco Bandai Games,E,JP
Platform,System 3,E10+,Other
Misc,Disney Interactive Studios,E10+,NA
Adventure,Telltale Games,?,EU
Sports,Sega,?,JP
Action,PlayV,E,EU
Action,Destineer,E,NA
Strategy,Sony Online Entertainment,T,NA
Misc,505 Games,?,NA
Fighting,Nintendo,E10+,JP
Sports,Aspyr,?,NA
Action,THQ,?,NA
Sports,Spike,E,NA
Action,Activision,?,NA
Misc,Syscom,?,JP
Sports,Electronic Arts,?,NA
Sports,Ubisoft,T,NA
Misc,Nordic Games,?,EU
Action,Namco Bandai Games,T,JP
Puzzle,D3Publisher,E10+,NA
Action,Activision,?,NA
Fighting,Acclaim Entertainment,?,JP
Shooter,Play It,T,EU
Shooter,Sony Computer Entertainment,?,JP
Strategy,Namco Bandai Games,?,JP
Role-Playing,NCSoft,T,EU
Misc,D3Publisher,E10+,NA
Misc,Nintendo,?,JP
Sports,Electronic Arts,E,NA
Action,Crave Entertainment,E,NA
Sports,Take-Two Interactive,T,NA
Simulation,Rising Star Games,E,JP
Racing,THQ,?,NA
Shooter,Microsoft Game Studios,?,NA
Racing,Ubisoft,?,NA
Puzzle,Rising Star Games,?,NA
Sports,Sega,E,NA
Sports,Electronic Arts,E,NA
Fighting,AQ Interactive,T,JP
Sports,Konami Digital Entertainment,?,JP
Shooter,Deep Silver,M,EU
Shooter,Vivendi Games,T,EU
Adventure,Konami Digital Entertainment,T,JP
Action,Nippon Ichi Software,?,JP
Action,Vir2L Studios,E10+,NA
Role-Playing,Square Enix,?,JP
Action,THQ,E10+,NA
Strategy,Konami Digital Entertainment,?,NA
Action,Telltale Games,T,NA
Action,Tecmo Koei,T,JP
Role-Playing,Namco Bandai Games,?,JP
Sports,Ubisoft,E,NA
Action,Eidos Interactive,?,NA
Adventure,THQ,E,NA
Misc,Namco Bandai Games,?,JP
Fighting,Atari,E10+,NA
Misc,Square Enix,?,JP
Misc,MTV Games,T,EU
Action,Marvelous Interactive,?,JP
Action,TDK Mediactive,E,NA
Shooter,City Interactive,M,EU
Action,Nippon Columbia,?,JP
Adventure,Ubisoft,T,EU
Adventure,Focus Home Interactive,T,NA
Role-Playing,Success,?,NA
Racing,Vatical Entertainment,E,NA
Action,Electronic Arts,?,NA
Simulation,Ubisoft,E,NA
Sports,Activision,E,NA
Action,Ubisoft Annecy,M,JP
Action,Activision,E10+,NA
Racing,Sony Computer Entertainment,?,NA
Misc,Sony Computer Entertainment,?,JP
Racing,BMG Interactive Entertainment,?,NA
Fighting,Namco Bandai Games,E,NA
Racing,Tecmo Koei,?,JP
Misc,DTP Entertainment,?,NA
Racing,BAM! Entertainment,T,EU
Shooter,THQ,M,EU
Sports,Take-Two Interactive,E10+,NA
Role-Playing,Square Enix,E10+,JP
Role-Playing,Nippon Ichi Software,T,JP
Misc,Codemasters,T,EU
Role-Playing,Nihon Falcom Corporation,?,JP
Action,D3Publisher,?,NA
Action,Activision,E10+,NA
Sports,Take-Two Interactive,?,NA
Action,Konami Digital Entertainment,?,NA
Racing,Acclaim Entertainment,E,NA
Racing,Acclaim Entertainment,E,EU
Simulation,Majesco Entertainment,?,NA
Sports,Ubisoft,E,NA
Action,Bethesda Softworks,?,NA
Shooter,Warner Bros. Interactive Entertainment,M,EU
Misc,Ubisoft,E,NA
Role-Playing,Tecmo Koei,T,EU
Racing,Activision,E10+,NA
Platform,Microsoft Game Studios,?,NA
Platform,THQ,E,NA
Role-Playing,Namco Bandai Games,?,JP
Sports,Electronic Arts,T,NA
Puzzle,Konami Digital Entertainment,E,NA
Sports,Electronic Arts,E,NA
Racing,Acclaim Entertainment,E,NA
Strategy,Sega,M,NA
Role-Playing,Atari,E,EU
Simulation,THQ,E,NA
Sports,Take-Two Interactive,E,NA
Action,Ubisoft,E10+,EU
Misc,Ubisoft,E10+,NA
Puzzle,505 Games,?,NA
Action,Bethesda Softworks,?,EU
Adventure,Take-Two Interactive,?,NA
Misc,Sony Computer Entertainment,?,NA
Adventure,Electronic Arts,M,NA
Platform,Namco Bandai Games,E10+,JP
Action,Konami Digital Entertainment,?,JP
Sports,Atari,?,NA
Puzzle,Sega,?,JP
Puzzle,Atari,?,NA
Action,Activision,?,NA
Sports,Konami Digital Entertainment,?,JP
Adventure,Destineer,?,NA
Adventure,Asylum Entertainment,?,EU
Racing,Zoo Digital Publishing,T,NA
Action,Tecmo Koei,T,NA
Role-Playing,Nippon Ichi Software,?,JP
Strategy,Deep Silver,M,NA
Shooter,THQ,M,NA
Action,Atari,T,NA
Misc,Majesco Entertainment,?,NA
Simulation,Konami Digital Entertainment,T,NA
Racing,THQ,E,NA
Platform,THQ,?,NA
Racing,GT Interactive,?,NA
Action,Nordic Games,M,EU
Racing,Konami Digital Entertainment,E,EU
Racing,Codemasters,T,EU
Action,Namco Bandai Games,?,JP
Fighting,Sega,T,NA
Sports,Sony Computer Entertainment,E,EU
Action,THQ,M,EU
Misc,Eidos Interactive,T,EU
Misc,Electronic Arts,T,NA
Shooter,Neko Entertainment,T,EU
Shooter,Global Star,T,NA
Adventure,Kadokawa Shoten,?,JP
Sports,Midway Games,?,NA
Misc,Activision,E10+,NA
Platform,Yacht Club Games,E,JP
Sports,Konami Digital Entertainment,?,JP
Sports,Activision,E,NA
Strategy,Sega,?,JP
Puzzle,White Park Bay Software,E,NA
Misc,Activision,E,NA
Action,Namco Bandai Games,?,JP
Shooter,Microsoft Game Studios,T,NA
Racing,Zoo Digital Publishing,E,NA
Platform,Konami Digital Entertainment,E,NA
Sports,Take-Two Interactive,E10+,NA
Action,D3Publisher,E10+,Other
Sports,D3Publisher,E10+,NA
Sports,Konami Digital Entertainment,E,JP
Action,Activision,?,NA
Adventure,THQ,?,NA
Action,Disney Interactive Studios,E,NA
Role-Playing,Nippon Ichi Software,T,JP
Sports,Electronic Arts,E,EU
Action,Warner Bros. Interactive Entertainment,E10+,EU
Platform,THQ,E10+,NA
Action,Activision,E,EU
Sports,Take-Two Interactive,E,NA
Action,Tecmo Koei,T,JP
Sports,Sony Computer Entertainment,E,NA
Fighting,Namco Bandai Games,T,NA
Action,Konami Digital Entertainment,?,JP
Role-Playing,Sony Computer Entertainment,T,NA
Fighting,Sega,?,JP
Action,THQ,E10+,NA
Role-Playing,SquareSoft,?,JP
Action,Ubisoft,T,NA
Action,Ubisoft,E10+,NA
Action,Tomy Corporation,T,NA
Platform,Vivendi Games,E,NA
Sports,Sega,E,NA
Puzzle,Ubisoft,E,JP
Shooter,Take-Two Interactive,M,NA
Adventure,Sony Computer Entertainment,?,JP
Action,Capcom,M,NA
Platform,Sega,E,NA
Sports,Electronic Arts,E,EU
Fighting,Capcom,T,NA
Adventure,Namco Bandai Games,?,JP
Action,Activision,E,NA
Shooter,Atari,T,NA
Role-Playing,Sony Computer Entertainment,T,JP
Adventure,Atari,M,EU
Sports,Electronic Arts,E,NA
Sports,Imagineer,?,JP
Simulation,City Interactive,E,NA
Sports,Sony Computer Entertainment,E,EU
Role-Playing,Square Enix,T,NA
Action,Warner Bros. Interactive Entertainment,E10+,EU
Fighting,Ignition Entertainment,T,EU
Simulation,Electronic Arts,?,EU
Role-Playing,Atari,T,EU
Action,THQ,M,EU
Misc,Game Factory,E,NA
Simulation,Crave Entertainment,?,NA
Misc,Nintendo,?,NA
Racing,Electronic Arts,E,EU
Sports,Sega,?,JP
Simulation,Titus,E,NA
Action,THQ,E,EU
Puzzle,Mindscape,?,EU
Action,THQ,?,NA
Sports,Electronic Arts,E10+,EU
Shooter,Activision,?,EU
Action,Take-Two Interactive,T,NA
Fighting,Vic Tokai,?,NA
Sports,Media Factory,?,JP
Platform,Epoch,?,JP
Adventure,Take-Two Interactive,?,NA
Sports,Acclaim Entertainment,E,NA
Action,Destineer,E,NA
Puzzle,Majesco Entertainment,?,NA
Shooter,Square Enix,E,NA
Sports,Namco Bandai Games,?,JP
Action,Activision,?,EU
Action,Tecmo Koei,?,JP
Fighting,Rage Software,T,NA
Racing,Empire Interactive,E,NA
Action,THQ,E10+,Other
Action,Konami Digital Entertainment,?,JP
Misc,Unknown,?,NA
Action,Sega,T,NA
Misc,MTV Games,T,NA
Puzzle,Nintendo,?,JP
Action,PQube,T,JP
Action,Activision,E10+,NA
Simulation,Ubisoft,E,NA
Shooter,THQ,M,NA
Shooter,D3Publisher,M,JP
Action,THQ,M,NA
Sports,Konami Digital Entertainment,?,JP
Shooter,Codemasters,T,EU
Action,Activision,T,NA
Puzzle,505 Games,E,NA
Strategy,Mindscape,?,EU
Sports,Acclaim Entertainment,E,NA
Action,THQ,?,NA
Sports,Take-Two Interactive,E,NA
Sports,Tecmo Koei,?,JP
Sports,Ubisoft,T,EU
Racing,Ubisoft,M,EU
Platform,Activision,E10+,NA
Action,Namco Bandai Games,?,NA
Role-Playing,Nippon Ichi Software,?,JP
Misc,Konami Digital Entertainment,T,NA
Misc,Majesco Entertainment,?,NA
Adventure,Nintendo,M,NA
Misc,Empire Interactive,E,EU
Fighting,Sony Computer Entertainment,?,EU
Action,THQ,E10+,NA
Adventure,Square Enix,M,NA
Fighting,Capcom,T,NA
Action,Rising Star Games,?,NA
Action,Square Enix,T,JP
Shooter,Namco Bandai Games,?,JP
Adventure,Daedalic,?,EU
Fighting,Capcom,?,JP
Action,Konami Digital Entertainment,T,JP
Fighting,Namco Bandai Games,?,JP
Racing,Namco Bandai Games,E,NA
Sports,Sony Computer Entertainment,E10+,NA
Puzzle,Avanquest,E,NA
Sports,Konami Digital Entertainment,?,JP
Puzzle,505 Games,E,NA
Sports,Konami Digital Entertainment,?,JP
Simulation,Ubisoft,T,JP
Adventure,Sega,T,JP
Sports,Bethesda Softworks,E,EU
Misc,Capcom,T,NA
Simulation,Ubisoft,T,NA
Shooter,Play It,M,EU
Action,Vivendi Games,T,NA
Action,Destineer,E,NA
Action,Ubisoft,M,NA
Adventure,Banpresto,?,JP
Platform,Namco Bandai Games,E,NA
Misc,Ignition Entertainment,T,NA
Misc,Sony Computer Entertainment,E,NA
Role-Playing,Sega,?,NA
Sports,Acclaim Entertainment,E,NA
Adventure,JoWood Productions,?,NA
Sports,Atari,E,NA
Action,Sega,?,JP
Action,Electronic Arts,T,NA
Adventure,Sega,E,NA
Racing,Activision,E,EU
Platform,Ubisoft,E,EU
Action,Nippon Columbia,?,JP
Strategy,Namco Bandai Games,?,JP
Adventure,Crave Entertainment,?,EU
Role-Playing,Falcom Corporation,T,JP
Platform,Vivendi Games,E,NA
Sports,Konami Digital Entertainment,E,EU
Sports,Take-Two Interactive,E10+,NA
Simulation,Konami Digital Entertainment,?,JP
Action,Warner Bros. Interactive Entertainment,T,EU
Action,Konami Digital Entertainment,?,NA
Shooter,Activision,M,NA
Role-Playing,Namco Bandai Games,?,JP
Sports,Konami Digital Entertainment,?,JP
Sports,Electronic Arts,E10+,NA
Shooter,Electronic Arts,T,NA
Adventure,Crystal Dynamics,?,EU
Misc,D3Publisher,E,NA
Role-Playing,D3Publisher,E,NA
Action,Square Enix,M,EU
Adventure,Square Enix,?,Other
Sports,Take-Two Interactive,?,NA
Misc,Sega,E,NA
Role-Playing,Atlus,?,JP
Action,DTP Entertainment,M,NA
Platform,505 Games,?,JP
Shooter,Activision,T,NA
Misc,Electronic Arts,E,NA
Misc,THQ,E,NA
Sports,Namco Bandai Games,E,NA
Role-Playing,Sony Computer Entertainment,?,JP
Misc,Namco Bandai Games,?,JP
Puzzle,GSP,?,EU
Sports,Kadokawa Shoten,?,JP
Platform,Ubisoft,E10+,EU
Misc,Vivendi Games,?,NA
Racing,Sony Computer Entertainment,?,EU
Shooter,Ubisoft,M,NA
Misc,Namco Bandai Games,E,NA
Simulation,Konami Digital Entertainment,?,EU
Fighting,Capcom,T,NA
Action,506 Games,T,EU
Racing,D3Publisher,E,EU
Action,Activision,E10+,NA
Racing,Eidos Interactive,T,NA
Action,THQ,T,NA
Role-Playing,Namco Bandai Games,T,JP
Racing,Sony Computer Entertainment,?,EU
Role-Playing,NIS America,T,JP
Sports,Acclaim Entertainment,M,EU
Fighting,Namco Bandai Games,?,JP
Misc,Sega,?,NA
Role-Playing,Konami Digital Entertainment,E,NA
Strategy,Namco Bandai Games,?,JP
Fighting,Zoo Digital Publishing,T,NA
Role-Playing,Sony Computer Entertainment,?,JP
Racing,Codemasters,E,EU
Sports,Midway Games,E,NA
Action,Crave Entertainment,E,NA
Sports,Midway Games,E,NA
Sports,Electronic Arts,E,NA
Role-Playing,Namco Bandai Games,?,JP
Misc,Xplosiv,E,NA
Action,Microsoft Game Studios,E,NA
Racing,THQ,E,NA
Misc,Ubisoft,E,NA
Role-Playing,Ghostlight,T,EU
Adventure,Ubisoft,M,EU
Fighting,Titus,T,EU
Puzzle,Game Factory,E,NA
Sports,Konami Digital Entertainment,?,JP
Racing,Midway Games,T,NA
Role-Playing,Compile Heart,T,JP
Misc,Namco Bandai Games,E10+,JP
Role-Playing,Game Arts,?,JP
Puzzle,Empire Interactive,E,NA
Action,Activision,E10+,NA
Sports,Gremlin Interactive Ltd,?,NA
Action,Disney Interactive Studios,E10+,EU
Shooter,Activision,T,EU
Adventure,Media Factory,?,JP
Strategy,Sega,?,JP
Adventure,505 Games,T,EU
Platform,Ubisoft,E,NA
Action,Wanadoo,T,EU
Action,Sony Computer Entertainment,?,NA
Platform,Nippon Ichi Software,E10+,NA
Adventure,Nintendo,?,JP
Role-Playing,505 Games,T,EU
Shooter,EA Games,M,EU
Racing,Codemasters,?,EU
Action,THQ,E,NA
Action,Electronic Arts,T,Other
Platform,TDK Mediactive,E,Other
Role-Playing,Namco Bandai Games,?,JP
Action,Tecmo Koei,?,JP
Action,Activision,T,NA
Racing,Psygnosis,?,NA
Strategy,Square Enix,E10+,JP
Puzzle,The Adventure Company,E,EU
Platform,Infogrames,?,NA
Shooter,Vivendi Games,E,NA
Simulation,Disney Interactive Studios,E,EU
Racing,Konami Digital Entertainment,E,NA
Shooter,Sega,M,EU
Platform,Capcom,E,NA
Fighting,Acclaim Entertainment,?,NA
Puzzle,UFO Interactive,E,NA
Action,Electronic Arts,T,NA
Action,Namco Bandai Games,?,JP
Role-Playing,Acquire,T,JP
Adventure,Codemasters,T,Other
Adventure,THQ,E10+,Other
Role-Playing,Tecmo Koei,T,Other
Action,Sega,T,NA
Action,Spike,?,JP
Racing,THQ,T,NA
Puzzle,PopCap Games,E,NA
Simulation,Nintendo,?,JP
Misc,Activision,?,NA
Role-Playing,Enix Corporation,?,JP
Puzzle,Mindscape,?,Other
Strategy,SquareSoft,?,JP
Action,Namco Bandai Games,?,JP
Simulation,Rising Star Games,E,JP
Misc,505 Games,?,NA
Sports,Electronic Arts,E,NA
Puzzle,Zoo Games,E,NA
Racing,Codemasters,E,EU
Role-Playing,Atlus,T,JP
Sports,Take-Two Interactive,E,NA
Fighting,Eidos Interactive,?,JP
Sports,3DO,T,Other
Adventure,Broccoli,?,JP
Action,Marvelous Entertainment,?,JP
Misc,Codemasters,T,Other
Action,Capcom,?,NA
Simulation,Majesco Entertainment,E,NA
Fighting,D3Publisher,?,JP
Role-Playing,Namco Bandai Games,?,JP
Action,Atari,T,NA
Sports,Electronic Arts,E,NA
Sports,Sega,E,NA
Fighting,Ubisoft,T,JP
Simulation,Focus Home Interactive,E,EU
Role-Playing,Namco Bandai Games,E10+,JP
Puzzle,Astragon,?,NA
Shooter,Activision,T,NA
Action,Acclaim Entertainment,?,NA
Misc,Sony Computer Entertainment,E,Other
Action,D3Publisher,E,NA
Racing,Sega,?,NA
Action,Capcom,?,JP
Fighting,Virgin Interactive,?,JP
Sports,Arc System Works,E,NA
Sports,Electronic Arts,E,NA
Action,Eidos Interactive,M,NA
Role-Playing,SquareSoft,?,JP
Sports,Takara Tomy,E10+,JP
Action,Konami Digital Entertainment,M,EU
Shooter,Sony Computer Entertainment,?,JP
Simulation,Nobilis,E,NA
Puzzle,Empire Interactive,E,Other
Role-Playing,Konami Digital Entertainment,?,NA
Sports,Sony Computer Entertainment,E10+,NA
Action,Capcom,?,JP
Sports,Midway Games,E,NA
Action,Sega,T,Other
Sports,Black Bean Games,?,NA
Adventure,Electronic Arts,T,Other
Action,Acclaim Entertainment,T,Other
Action,Atari,?,NA
Action,Vivendi Games,M,NA
Role-Playing,Konami Digital Entertainment,?,JP
Fighting,Sega,T,JP
Platform,Infogrames,?,NA
Action,Take-Two Interactive,T,Other
Sports,Take-Two Interactive,E,EU
Platform,THQ,?,NA
Racing,Xplosiv,E,EU
Action,Zoo Digital Publishing,E10+,NA
Shooter,Electronic Arts,M,NA
Action,THQ,T,NA
Simulation,Paradox Interactive,E,EU
Racing,THQ,E,NA
Misc,Ubisoft,E,NA
Sports,Activision Value,T,Other
Role-Playing,GungHo,T,NA
Action,Sony Computer Entertainment,?,JP
Adventure,Sunsoft,?,NA
Role-Playing,Tomy Corporation,?,JP
Simulation,Majesco Entertainment,?,NA
Role-Playing,Deep Silver,M,EU
Racing,Sony Computer Entertainment,E,NA
Strategy,General Entertainment,?,JP
Sports,Sony Computer Entertainment,E,Other
Adventure,Zoo Digital Publishing,E,NA
Adventure,Acquire,?,JP
Racing,THQ,?,NA
Shooter,505 Games,M,EU
Action,Capcom,M,Other
Action,Activision,M,NA
Fighting,Namco Bandai Games,?,JP
