Genre,Publisher,Rating,Greatest_Sales
Adventure,Taito,?,JP
Sports,Electronic Arts,?,NA
Action,D3Publisher,?,JP
Action,Ubisoft,T,NA
Misc,Hasbro Interactive,?,NA
Shooter,Eidos Interactive,M,NA
Shooter,Hudson Soft,?,JP
Action,Deep Silver,?,EU
Action,Marvelous Interactive,?,JP
Action,Ubisoft,E,NA
Simulation,Konami Digital Entertainment,?,JP
Action,Ubisoft,T,EU
Racing,Zoo Games,E,NA
Action,Acclaim Entertainment,?,EU
Strategy,Slitherine Software,?,Other
Simulation,Codemasters,T,EU
Adventure,Prototype,?,JP
Action,IE Institute,?,JP
Misc,Marvelous Interactive,?,JP
Misc,Atlus,?,JP
Simulation,Konami Digital Entertainment,?,JP
Adventure,THQ,T,NA
Action,THQ,M,NA
Misc,Tommo,E,NA
Strategy,Atari,T,EU
Adventure,Idea Factory,?,JP
Adventure,Idea Factory,?,JP
Shooter,Eidos Interactive,M,EU
Sports,Electronic Arts,E10+,EU
Strategy,Konami Digital Entertainment,?,JP
Sports,Technos Japan Corporation,?,JP
Adventure,5p,?,JP
Action,Namco Bandai Games,?,JP
Action,Namco Bandai Games,?,JP
Misc,Namco Bandai Games,?,JP
Puzzle,Avanquest,?,EU
Role-Playing,Kadokawa Shoten,?,JP
Strategy,THQ,?,EU
Misc,Unknown,?,EU
Adventure,Prototype,?,JP
Action,Asgard,?,JP
Misc,PopCap Games,?,EU
Adventure,Vivendi Games,E,NA
Adventure,Unknown,?,JP
Action,Tecmo Koei,?,JP
Role-Playing,Kadokawa Games,?,JP
Platform,Rising Star Games,E,NA
Strategy,Playlogic Game Factory,T,NA
Action,Majesco Entertainment,E10+,NA
Action,Tecmo Koei,?,JP
Role-Playing,Sega,?,JP
Action,Little Orbit,E,EU
Sports,Activision,?,EU
Action,Takara Tomy,?,JP
Sports,Ignition Entertainment,?,NA
Adventure,Microids,?,NA
Simulation,7G//AMES,?,EU
Adventure,Prototype,?,JP
Shooter,Mastiff,?,NA
Shooter,Atari,M,EU
Simulation,Square Enix,?,JP
Role-Playing,Namco Bandai Games,?,JP
Misc,Gakken,?,JP
Action,Namco Bandai Games,?,JP
Puzzle,DHM Interactive,E,NA
Misc,Asgard,?,JP
Sports,Konami Digital Entertainment,E,NA
Sports,Tecmo Koei,?,JP
Action,Namco Bandai Games,?,JP
Action,Vivendi Games,M,NA
Shooter,5p,?,JP
Sports,DSI Games,E,NA
Misc,Kadokawa Shoten,?,JP
Fighting,Ignition Entertainment,?,JP
Adventure,Victor Interactive,?,JP
Strategy,Eidos Interactive,T,EU
Puzzle,Rising Star Games,E10+,EU
Shooter,Activision,T,NA
Puzzle,D3Publisher,E10+,NA
Misc,Unknown,?,JP
Action,Sega,?,JP
Action,BAM! Entertainment,E,NA
Adventure,Alchemist,?,JP
Sports,Blast! Entertainment Ltd,E,NA
Action,Irem Software Engineering,?,JP
Platform,Game Factory,E,NA
Adventure,D3Publisher,?,JP
Misc,Namco Bandai Games,?,JP
Adventure,Kadokawa Shoten,?,JP
Racing,SouthPeak Games,E,EU
Adventure,Alchemist,?,JP
Puzzle,Conspiracy Entertainment,E,NA
Puzzle,UFO Interactive,E,NA
Adventure,505 Games,?,JP
Racing,Codemasters,T,NA
Simulation,Ghostlight,?,EU
Adventure,Ubisoft,E,EU
Action,Agetec,?,EU
Action,Arc System Works,?,JP
Fighting,Sunrise Interactive,?,JP
Role-Playing,Hudson Entertainment,?,NA
Puzzle,Telegames,E,NA
Fighting,Konami Digital Entertainment,T,NA
Action,Namco Bandai Games,E10+,EU
Adventure,Koch Media,?,EU
Puzzle,Unknown,E10+,EU
Action,Idea Factory,?,JP
Action,Marvelous Interactive,?,JP
Adventure,Telltale Games,T,EU
Misc,Namco Bandai Games,?,JP
Shooter,Titus,M,NA
Puzzle,O-Games,T,NA
Role-Playing,Starfish,?,JP
Puzzle,Neko Entertainment,?,EU
Sports,Focus Home Interactive,T,EU
Strategy,Microsoft Game Studios,E10+,EU
Role-Playing,Idea Factory,?,JP
Action,Introversion Software,?,NA
Action,Sony Computer Entertainment,E10+,EU
Action,CyberFront,?,JP
Sports,Sega,E,NA
Sports,Activision,T,NA
Role-Playing,ArtDink,?,EU
Misc,Atari,E,NA
Platform,Big Ben Interactive,E10+,NA
Sports,Konami Digital Entertainment,E,NA
Role-Playing,Sega,T,EU
Sports,Zoo Digital Publishing,E10+,NA
Platform,Midway Games,?,NA
Action,Sold Out,E10+,NA
Misc,Yamasa Entertainment,?,JP
Strategy,Tecmo Koei,?,JP
Adventure,Unknown,?,JP
Sports,Konami Digital Entertainment,E,NA
Shooter,Play It,E,EU
Misc,Ubisoft,?,EU
Role-Playing,Acquire,?,JP
Racing,Zoo Digital Publishing,?,JP
Puzzle,Mastertronic,E,EU
Misc,Mirai Shounen,?,JP
Puzzle,PopCap Games,E,EU
Adventure,Bigben Interactive,T,NA
Racing,Midway Games,?,NA
Racing,Jaleco,E,NA
Adventure,SouthPeak Games,E,EU
Adventure,5p,?,JP
Role-Playing,Konami Digital Entertainment,?,JP
Action,Yacht Club Games,E10+,NA
Adventure,Nippon Ichi Software,?,JP
Simulation,Microsoft Game Studios,E,EU
Platform,Wanadoo,?,NA
Shooter,Eidos Interactive,T,NA
Sports,Sony Computer Entertainment,E,EU
Adventure,Big Fish Games,T,EU
Action,Idea Factory,?,JP
Role-Playing,Nippon Ichi Software,?,JP
Action,Namco Bandai Games,?,JP
Action,Eidos Interactive,T,EU
Adventure,Idea Factory,?,JP
Strategy,Electronic Arts,?,EU
Role-Playing,Konami Digital Entertainment,?,JP
Simulation,Konami Digital Entertainment,?,JP
Role-Playing,Kalypso Media,T,NA
Action,GameMill Entertainment,E,EU
Adventure,ChunSoft,?,JP
Misc,Majesco Entertainment,T,NA
Adventure,HuneX,?,JP
Strategy,D3Publisher,?,JP
Sports,Misawa,?,JP
Racing,Milestone S.r.l,E,EU
Shooter,Arika,?,JP
Shooter,Namco Bandai Games,E,NA
Puzzle,Crave Entertainment,E,NA
Sports,MLB.com,?,NA
Misc,Konami Digital Entertainment,?,JP
Adventure,Quinrose,?,JP
Misc,D3Publisher,?,JP
Racing,Popcorn Arcade,E,NA
Action,Little Orbit,E,EU
Sports,Virtual Play Games,T,NA
Adventure,Russel,?,JP
Adventure,Prototype,?,JP
Adventure,Datam Polystar,?,JP
Misc,D3Publisher,?,NA
Sports,Black Bean Games,T,EU
Adventure,10TACLE Studios,T,EU
Strategy,Namco Bandai Games,?,JP
Adventure,Nippon Ichi Software,?,JP
Adventure,Culture Brain,?,JP
Action,Namco Bandai Games,?,JP
Role-Playing,Idea Factory,E10+,NA
Misc,Game Factory,E,EU
Shooter,Capcom,M,NA
Action,Alawar Entertainment,?,EU
Adventure,Alchemist,?,JP
Adventure,Idea Factory,?,JP
Fighting,Namco Bandai Games,E,EU
Role-Playing,Tomy Corporation,?,JP
Adventure,D3Publisher,?,JP
Puzzle,Ignition Entertainment,E,NA
Action,Activision,E,NA
Shooter,Unknown,T,EU
Action,Tru Blu Entertainment,?,EU
Racing,Midas Interactive Entertainment,E,NA
Adventure,Idea Factory,?,JP
Action,Capcom,M,NA
Strategy,Jaleco,T,NA
Action,Takara Tomy,?,JP
Action,Idea Factory,?,JP
Shooter,Nordic Games,?,EU
Simulation,Midas Interactive Entertainment,?,EU
Racing,Wanadoo,T,NA
Adventure,5p,?,JP
Strategy,Kalypso Media,M,EU
Action,Disney Interactive Studios,E10+,EU
Adventure,GungHo,?,JP
Role-Playing,Focus Home Interactive,M,EU
Strategy,Take-Two Interactive,?,JP
Racing,Codemasters,E,NA
Action,Namco Bandai Games,?,JP
Adventure,CyberFront,?,JP
Shooter,Activision,T,NA
Misc,Namco Bandai Games,?,JP
Adventure,Prototype,?,JP
Adventure,5p,?,JP
Adventure,Marvelous Interactive,?,JP
Racing,O-Games,?,NA
Action,Idea Factory,?,JP
Shooter,Atari,T,NA
Simulation,Interplay,E,EU
Action,Idea Factory,?,JP
Action,Idea Factory,?,JP
Misc,Culture Brain,?,JP
Adventure,Psygnosis,?,EU
Action,Capcom,E,EU
Action,Square Enix,?,JP
Action,Eidos Interactive,M,EU
Strategy,CyberFront,?,JP
Action,Crave Entertainment,?,NA
Simulation,505 Games,E,NA
Shooter,Atari,M,EU
Action,Hudson Soft,?,JP
Puzzle,Hudson Soft,?,EU
Role-Playing,Koch Media,T,EU
Adventure,Idea Factory,?,JP
Racing,Sunrise Interactive,?,JP
Puzzle,D3Publisher,E,NA
Action,Nippon Ichi Software,M,JP
Shooter,Global Star,T,NA
Adventure,5p,?,JP
Adventure,PQube,?,JP
Adventure,Empire Interactive,M,EU
Misc,Gakken,?,JP
Shooter,Sony Computer Entertainment,E10+,EU
Adventure,Kadokawa Shoten,?,JP
Action,Ubisoft,T,EU
Action,Games Workshop,?,NA
Action,Take-Two Interactive,E,JP
Sports,D3Publisher,E,EU
Action,Idea Factory,?,JP
Simulation,Taito,?,JP
Misc,Namco Bandai Games,?,JP
Shooter,Visco,M,NA
Strategy,Kalypso Media,T,EU
Role-Playing,Gust,?,JP
Strategy,Paradox Interactive,?,EU
Action,Saurus,?,EU
Misc,Konami Digital Entertainment,E,NA
Sports,Jaleco,?,JP
Sports,Konami Digital Entertainment,E,NA
Shooter,Vivendi Games,M,NA
Action,Eidos Interactive,?,EU
Shooter,Funsta,E,NA
Action,D3Publisher,?,JP
Action,Capcom,T,EU
Sports,Ubisoft,E,NA
Racing,Ubisoft,E,NA
Adventure,Banpresto,?,JP
Puzzle,Storm City Games,?,NA
Action,Essential Games,?,JP
Strategy,Koch Media,?,EU
Adventure,CyberFront,?,JP
Role-Playing,Namco Bandai Games,?,JP
Action,D3Publisher,?,JP
Platform,505 Games,?,NA
Sports,Ghostlight,?,EU
Adventure,Revolution (Japan),?,JP
Action,Sega,T,NA
Puzzle,O3 Entertainment,E,NA
Sports,Tecmo Koei,?,JP
Adventure,5p,?,JP
Action,THQ,E10+,NA
Strategy,Take-Two Interactive,T,EU
Action,Marvelous Interactive,?,JP
Action,Giza10,?,JP
Misc,Konami Digital Entertainment,E,JP
Puzzle,Sega,?,JP
Simulation,Rondomedia,?,EU
Misc,Microsoft Game Studios,?,NA
Misc,Sega,?,JP
Misc,Disney Interactive Studios,?,JP
Role-Playing,Sega,?,JP
Action,Tecmo Koei,?,JP
Platform,JoWood Productions,E,NA
Puzzle,Unknown,?,EU
Action,Majesco Entertainment,E10+,NA
Action,THQ,E,NA
Adventure,Idea Factory,?,JP
Adventure,D3Publisher,?,JP
Sports,PQube,?,EU
Role-Playing,Namco Bandai Games,?,JP
Action,Namco Bandai Games,?,JP
Misc,Alchemist,?,JP
Action,Namco Bandai Games,?,EU
Misc,Nintendo,?,JP
Adventure,Aqua Plus,?,JP
Adventure,5p,?,JP
Role-Playing,Square Enix,?,JP
Action,Capcom,?,JP
Adventure,Ubisoft,?,EU
Shooter,NovaLogic,?,NA
Strategy,Virgin Interactive,E,EU
Misc,Alvion,?,JP
Sports,Tecmo Koei,?,JP
Shooter,Microsoft Game Studios,M,EU
Adventure,Giga,?,JP
Adventure,DreamCatcher Interactive,?,NA
Misc,D3Publisher,?,JP
Shooter,Konami Digital Entertainment,E,NA
Misc,Deep Silver,T,NA
Adventure,Comfort,?,JP
Simulation,Happinet,?,JP
Adventure,Arc System Works,M,NA
Adventure,Microids,M,EU
Adventure,Prototype,?,JP
Sports,Oxygen Interactive,?,NA
Action,Activision,E10+,EU
Strategy,Tecmo Koei,?,JP
Action,Mycom,?,JP
Action,Nippon Ichi Software,?,JP
Simulation,Electronic Arts,T,EU
Simulation,Ubisoft,E10+,EU
Action,Tecmo Koei,?,JP
Platform,THQ,E,EU
Adventure,Unknown,?,JP
Racing,Atari,E,NA
Action,Tecmo Koei,?,JP
Simulation,Paradox Interactive,T,NA
Adventure,Capcom,?,JP
Action,Stainless Games,M,NA
Shooter,Zoo Digital Publishing,T,NA
Shooter,Sega,?,JP
Misc,Paon,?,JP
Action,TDK Mediactive,T,NA
Misc,Irem Software Engineering,?,JP
Sports,Ubisoft,E,EU
Action,Disney Interactive Studios,?,EU
Shooter,MC2 Entertainment,M,EU
Adventure,Crimson Cow,T,EU
Adventure,D3Publisher,?,JP
Shooter,D3Publisher,?,JP
Adventure,Yeti,?,JP
Racing,Konami Digital Entertainment,?,NA
Adventure,MC2 Entertainment,T,EU
Strategy,Electronic Arts,?,NA
Action,Neko Entertainment,?,EU
Racing,Popcorn Arcade,E,NA
Misc,Ubisoft,E10+,NA
Strategy,Mamba Games,?,EU
Action,5p,?,JP
Adventure,Kadokawa Shoten,?,JP
Platform,Atari,T,NA
Strategy,Tecmo Koei,?,JP
Shooter,Crave Entertainment,T,NA
Adventure,Idea Factory,?,JP
Action,Takara Tomy,?,JP
Racing,Empire Interactive,E,NA
Adventure,Idea Factory,?,JP
Racing,505 Games,E,EU
Action,Idea Factory,?,JP
Strategy,Paradox Interactive,T,EU
Adventure,Prototype,?,JP
Sports,D3Publisher,E,EU
Adventure,ASCII Media Works,?,JP
Simulation,Nintendo,?,JP
Shooter,Warashi,?,JP
Action,THQ,?,NA
Action,Nippon Ichi Software,?,JP
Platform,Storm City Games,E,NA
Strategy,Konami Digital Entertainment,?,JP
Adventure,5p,?,JP
Shooter,Activision,T,NA
Simulation,Namco Bandai Games,?,JP
Adventure,Nippon Ichi Software,T,NA
Misc,Irem Software Engineering,?,JP
Misc,Rocket Company,?,JP
Platform,JoWood Productions,E,EU
Adventure,Little Orbit,?,NA
Role-Playing,Paradox Interactive,?,EU
Role-Playing,Hudson Entertainment,E,NA
Adventure,Idea Factory,?,JP
Adventure,System Soft,?,JP
Misc,Zoo Games,E,NA
Platform,NewKidCo,?,NA
Racing,Codemasters,E,EU
Racing,Majesco Entertainment,E,NA
Role-Playing,Gust,?,JP
Adventure,Prototype,?,JP
Role-Playing,Alchemist,?,JP
Platform,Ubisoft,?,NA
Role-Playing,Starfish,?,JP
Misc,Konami Digital Entertainment,E,NA
Strategy,Infogrames,E,NA
Action,D3Publisher,?,JP
Action,Unknown,?,JP
Racing,Codemasters,?,NA
Misc,Sony Computer Entertainment,?,JP
Fighting,Konami Digital Entertainment,?,JP
Sports,Electronic Arts,E,EU
Action,LEGO Media,?,EU
Adventure,Sony Computer Entertainment,?,JP
Racing,Global Star,E,NA
Strategy,Electronic Arts,?,EU
Misc,Ubisoft,E10+,NA
Action,Takara Tomy,?,JP
Simulation,Telegames,?,EU
Simulation,Tecmo Koei,?,JP
Misc,Zoo Digital Publishing,E,NA
Action,D3Publisher,?,JP
Sports,D3Publisher,E,EU
Adventure,Namco Bandai Games,?,JP
Misc,Hackberry,?,JP
Misc,Alvion,?,JP
Action,Tecmo Koei,?,JP
Racing,Zoo Digital Publishing,?,EU
Adventure,Bigben Interactive,T,EU
Action,Eidos Interactive,M,EU
Adventure,Kadokawa Shoten,?,JP
Action,Namco Bandai Games,?,JP
Sports,Sega,E,EU
Racing,Bethesda Softworks,E10+,NA
Adventure,5p,?,JP
Racing,Namco Bandai Games,E,EU
Simulation,Aerosoft,?,EU
Strategy,Success,E10+,NA
Action,Idea Factory,?,JP
Adventure,D3Publisher,?,JP
Adventure,Compile Heart,?,JP
Misc,Arika,E,EU
Misc,DTP Entertainment,?,EU
Action,Broccoli,?,JP
Simulation,Destineer,E,NA
Action,Capcom,E,EU
Action,Namco Bandai Games,?,JP
Simulation,Sega,?,JP
Simulation,D3Publisher,?,JP
Simulation,7G//AMES,?,EU
Strategy,Vivendi Games,T,EU
Racing,Black Bean Games,E10+,EU
Action,Idea Factory,?,JP
Adventure,RED Entertainment,?,JP
Strategy,Kalypso Media,E10+,EU
Adventure,5p,?,JP
Adventure,D3Publisher,?,JP
Adventure,5p,?,JP
Adventure,D3Publisher,?,JP
Adventure,Idea Factory,?,JP
Adventure,Idea Factory,?,JP
Racing,Ignition Entertainment,?,NA
Adventure,Prototype,?,JP
Sports,Sega,?,EU
Racing,System 3 Arcade Software,E,EU
Misc,Electronic Arts,?,JP
Puzzle,505 Games,?,NA
Platform,Activision,E,NA
Adventure,Kadokawa Shoten,?,JP
Fighting,Broccoli,?,JP
Platform,Nintendo,?,EU
Role-Playing,Irem Software Engineering,?,JP
Action,Activision,T,NA
Platform,Focus Home Interactive,T,EU
Fighting,Arc System Works,?,JP
Puzzle,Konami Digital Entertainment,?,JP
Adventure,Idea Factory,?,JP
Action,Capcom,?,JP
Misc,Nighthawk Interactive,?,NA
Shooter,Rising Star Games,E,NA
Action,Touchstone,M,EU
Adventure,Broccoli,?,JP
Misc,UFO Interactive,?,NA
Sports,Zoo Digital Publishing,?,NA
Role-Playing,Unknown,?,JP
Adventure,Idea Factory,?,JP
Adventure,Yeti,?,JP
Adventure,Yeti,?,JP
Role-Playing,SNK Playmore,?,JP
Shooter,Ubisoft,?,JP
Strategy,Ackkstudios,?,JP
Misc,Global A Entertainment,?,JP
Sports,Tradewest,E,EU
Strategy,Tecmo Koei,?,JP
Strategy,Paradox Interactive,T,EU
Action,Activision,E,NA
Adventure,Idea Factory,?,JP
Strategy,Slitherine Software,?,EU
Simulation,Lighthouse Interactive,E,EU
Action,Konami Digital Entertainment,?,JP
Misc,D3Publisher,?,JP
Role-Playing,Focus Home Interactive,M,EU
Sports,XS Games,E,NA
Misc,GSP,?,EU
Adventure,Kadokawa Shoten,?,JP
Simulation,Aerosoft,E10+,NA
Sports,Bigben Interactive,?,EU
Action,Kaga Create,?,JP
Adventure,Marvelous Interactive,?,JP
Platform,Sega,?,JP
Role-Playing,NCSoft,T,EU
Adventure,TGL,?,JP
Adventure,Idea Factory,?,JP
Action,Namco Bandai Games,E,EU
Shooter,Tecmo Koei,T,EU
Strategy,Unknown,?,EU
Racing,Nordic Games,?,EU
Action,Namco Bandai Games,?,JP
Misc,Ubisoft,?,EU
Adventure,Sony Computer Entertainment,?,JP
Puzzle,Sega,E,NA
Role-Playing,Michaelsoft,?,JP
Adventure,Cave,?,JP
Adventure,Avanquest,?,EU
Adventure,Capcom,?,JP
Misc,Foreign Media Games,?,EU
Action,Quinrose,?,JP
Action,Unknown,?,JP
Action,Idea Factory,?,JP
Sports,Tru Blu Entertainment,E,EU
Adventure,Interchannel,?,JP
Strategy,GSC Game World,?,EU
Platform,Rising Star Games,E10+,NA
Puzzle,Konami Digital Entertainment,E10+,NA
Misc,Nighthawk Interactive,?,NA
Strategy,CDV Software Entertainment,T,EU
Fighting,Ignition Entertainment,?,JP
Action,SystemSoft Alpha,?,JP
Sports,Tecmo Koei,?,JP
Adventure,Prototype,?,JP
Role-Playing,Square Enix,M,EU
Adventure,Nordic Games,T,EU
Racing,Black Bean Games,E,EU
Adventure,Prototype,?,JP
Misc,Media Entertainment,?,JP
Shooter,Atari,M,EU
Strategy,Banpresto,?,JP
Action,Namco Bandai Games,?,JP
Action,TDK Mediactive,T,NA
Role-Playing,TopWare Interactive,?,EU
Shooter,Ubisoft,M,EU
Misc,Hackberry,?,JP
Role-Playing,Atari,T,EU
Adventure,Activision,?,NA
Fighting,Midway Games,M,NA
Adventure,Idea Factory,?,JP
Misc,Konami Digital Entertainment,E,NA
Misc,Avanquest Software,?,EU
Action,Take-Two Interactive,M,EU
Misc,Take-Two Interactive,E,NA
Misc,Ubisoft,E,EU
Puzzle,Conspiracy Entertainment,?,NA
Puzzle,Genterprise,?,JP
Racing,Storm City Games,E,NA
Action,5p,?,JP
Sports,Destineer,E,NA
Role-Playing,Namco Bandai Games,?,JP
Puzzle,Kemco,E,NA
Sports,"Interworks Unlimited, Inc.",E,NA
Adventure,Kaga Create,?,JP
Racing,Black Bean Games,RP,EU
Adventure,GN Software,?,JP
Adventure,Broccoli,?,JP
Role-Playing,Falcom Corporation,?,JP
Racing,Zoo Digital Publishing,E,NA
Adventure,Quinrose,?,JP
Sports,Takara Tomy,?,JP
Adventure,Idea Factory,?,JP
Adventure,FuRyu,?,JP
Sports,Electronic Arts,?,EU
Simulation,JoWood Productions,T,EU
Racing,Encore,E,NA
Simulation,Excalibur Publishing,?,EU
Racing,XS Games,E,NA
Adventure,D3Publisher,?,JP
Adventure,honeybee,?,JP
Action,Idea Factory,?,JP
Strategy,Microsoft Game Studios,T,EU
Sports,Sega,?,EU
Misc,Konami Digital Entertainment,E10+,NA
Adventure,Broccoli,?,JP
Action,THQ,T,NA
Misc,Namco Bandai Games,?,JP
Adventure,CyberFront,?,JP
Strategy,Ascaron Entertainment GmbH,?,EU
Racing,Black Bean Games,?,EU
Racing,Interplay,?,JP
Shooter,Take-Two Interactive,M,EU
Misc,Zoo Games,E10+,NA
Misc,Banpresto,?,JP
Adventure,Idea Factory,?,JP
Shooter,Cave,?,JP
Adventure,D3Publisher,?,JP
Adventure,Kaga Create,?,JP
Sports,Tecmo Koei,?,JP
Action,Nintendo,E,EU
Sports,Electronic Arts,?,EU
Racing,Milestone S.r.l,E,EU
Adventure,Aqua Plus,?,JP
Action,Unknown,?,JP
Action,Unknown,?,JP
Sports,Electronic Arts,E,NA
Action,Tecmo Koei,?,JP
Simulation,Tecmo Koei,E,NA
Adventure,Arc System Works,?,JP
Adventure,Namco Bandai Games,?,JP
Adventure,Namco Bandai Games,?,JP
Adventure,Alchemist,?,JP
Sports,Electronic Arts,E,EU
Misc,Tecmo Koei,?,JP
Adventure,KID,?,JP
Misc,Benesse,?,JP
Role-Playing,Broccoli,?,JP
Shooter,Jaleco,?,EU
Sports,Konami Digital Entertainment,E,NA
Strategy,Kalypso Media,T,EU
Simulation,Blue Byte,T,EU
Role-Playing,Square Enix,?,JP
Racing,Atari,T,NA
Adventure,Idea Factory,?,JP
Action,Rising Star Games,T,NA
Simulation,Taito,?,JP
Action,Rocket Company,?,JP
Action,Storm City Games,E10+,NA
Racing,"Destination Software, Inc",?,NA
Fighting,Nitroplus,T,JP
Simulation,Taito,?,JP
Adventure,Namco Bandai Games,?,JP
Sports,Sega,E,EU
Simulation,UIG Entertainment,?,EU
Role-Playing,Kadokawa Games,?,JP
Action,Namco Bandai Games,?,JP
Adventure,GN Software,?,JP
Role-Playing,ChunSoft,?,JP
Adventure,THQ,E,EU
Puzzle,Zoo Digital Publishing,E,NA
Adventure,Hudson Soft,?,JP
Adventure,Boost On,?,JP
Fighting,SNK Playmore,?,JP
Platform,Evolved Games,T,NA
Platform,Nippon Ichi Software,T,JP
Adventure,Capcom,?,JP
Adventure,Alchemist,?,JP
Adventure,Konami Digital Entertainment,?,NA
Simulation,Success,E,JP
Puzzle,Unknown,E10+,EU
Adventure,Sony Computer Entertainment,E10+,EU
Strategy,D3Publisher,?,JP
Puzzle,Namco Bandai Games,?,EU
Action,MTO,?,JP
Action,From Software,?,NA
Sports,Sega,?,JP
Fighting,Taito,?,JP
Action,Namco Bandai Games,E,EU
Strategy,Gearbox Software,E10+,EU
Misc,Idea Factory,?,JP
Adventure,Kadokawa Games,?,JP
Fighting,SNK Playmore,?,JP
Misc,Sony Computer Entertainment,?,JP
Adventure,Arc System Works,?,JP
Misc,Destineer,E,NA
Shooter,Ignition Entertainment,T,JP
Platform,Majesco Entertainment,E10+,NA
Sports,Sega,?,EU
Fighting,Jaleco,?,EU
Fighting,Konami Digital Entertainment,T,NA
Adventure,Little Orbit,?,NA
Strategy,D3Publisher,?,JP
Action,Deep Silver,M,EU
Strategy,Electronic Arts,T,EU
Adventure,Microids,?,NA
Misc,Namco Bandai Games,?,JP
Action,Idea Factory,?,JP
Adventure,Kadokawa Games,?,JP
Racing,Mastertronic,E,EU
Shooter,Moss,T,JP
Adventure,Namco Bandai Games,?,JP
Misc,Unknown,?,NA
Racing,Milestone S.r.l.,?,EU
Racing,Zoo Digital Publishing,E,NA
Puzzle,Zoo Games,E,NA
Adventure,Marvelous Interactive,?,JP
Action,FuRyu,?,JP
Puzzle,Focus Multimedia,E10+,EU
Adventure,Prototype,?,JP
Simulation,Electronic Arts,E,EU
Adventure,Idea Factory,?,JP
Platform,Microsoft Game Studios,E,EU
Fighting,PQube,T,EU
Adventure,Tecmo Koei,?,JP
Action,Marvelous Entertainment,?,JP
Action,Activision,E10+,NA
Role-Playing,Hudson Soft,?,JP
Sports,Namco Bandai Games,?,JP
Racing,XS Games,E,NA
Shooter,Sony Computer Entertainment,M,EU
Adventure,Prototype,?,JP
Adventure,5p,?,JP
Sports,Oxygen Interactive,?,EU
Action,Electronic Arts,E,EU
Sports,Imagineer,?,JP
Action,Capcom,?,JP
Puzzle,Avanquest,E,EU
Adventure,Datam Polystar,?,JP
Action,Focus Home Interactive,?,EU
Puzzle,Zoo Digital Publishing,E,NA
Adventure,Minato Station,?,JP
Role-Playing,Activision,T,NA
Shooter,Ubisoft,M,NA
Action,Funbox Media,?,EU
Action,D3Publisher,?,NA
Role-Playing,Kadokawa Shoten,?,JP
Adventure,5p,?,JP
Adventure,Marvelous Interactive,?,JP
Racing,PQube,?,EU
Strategy,Nordic Games,?,EU
Adventure,Idea Factory,?,JP
Puzzle,Easy Interactive,?,EU
Platform,Titus,E,NA
Role-Playing,Arc System Works,?,JP
Strategy,EON Digital Entertainment,?,NA
Action,Kadokawa Games,?,JP
Misc,Tecmo Koei,?,JP
Shooter,Vivendi Games,M,NA
Adventure,5p,?,JP
Fighting,Banpresto,?,JP
Simulation,Konami Digital Entertainment,?,JP
Role-Playing,Idea Factory,?,JP
Role-Playing,Eidos Interactive,M,EU
Action,TDK Mediactive,T,NA
Adventure,Reef Entertainment,?,EU
Platform,Capcom,?,JP
Misc,Takara Tomy,?,JP
Misc,Sega,?,JP
Platform,Capcom,?,JP
Adventure,Alchemist,?,JP
Role-Playing,Nippon Ichi Software,?,JP
Simulation,CDV Software Entertainment,E,EU
Puzzle,Nintendo,E,JP
Action,D3Publisher,?,JP
Simulation,Koch Media,T,EU
